year,payer,molecule,apcd_drug_name,ther_class,number_scripts,unique_members,total_cost,cost_per_user,cost_per_script,cost_per_days_supply,cost_per_unit_dispensed,yearly_pct_change_cost_per_script,days_supply_median,days_supply_mean,quantity_median,quantity_mean,insurer_paid_median,insurer_paid_mean,insurer_paid_sum,member_paid_median,member_paid_mean,member_paid_sum,total_paid_median,total_paid_mean,total_paid_sum,pct_total_pharm_spending,pct_scripts_0_18,pct_scripts_19_44,pct_scripts_45_64,pct_scripts_65_plus,pct_scripts_female,pct_scripts_male,pct_scripts_urban_core,pct_scripts_suburban,pct_scripts_micropolitan,pct_scripts_rural_smalltown,source_file,source_url,date_accessed,record_type,npropname,total_scripts_filled,total_cost_rank,cost_per_user_rank,cost_per_script_rank,cost_per_days_supply_rank,cost_per_unit_dispensed_rank,total_scripts_filled_rank,yearly_pct_change_cost_per_script_rank,days_supply_stddev,quantity_stddev,insurer_paid_stddev,member_paid_stddev,total_paid_stddev
2021,MEDICARE,valproate,VALPROATE SODIUM,Neuromuscular Drugs,3089,392,136646.97,348.58,44.23,1.68,0.08,0.009,28,26.2,473,494.1,30.35,41.56,128390.95,0,2.64,8172.74,32.58,44.23,136646.97,2.10104958394e-05,0,0.239559728067335,0.372936225315636,0.387504046617028,0.366461638070573,0.633538361929426,0.560375526060213,0.0637746843638718,0.148591777274198,0.227258012301715,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,VALPROATE SODIUM,3089,697,591,813,762,1189,455,598,14.1,319.9,41.65,10.36,41.77
2021,MEDICARE,valproate,VALPROIC ACID,Neuromuscular Drugs,1618,234,93596.76,399.98,57.84,1.7,0.35,-0.041,30,34,124,162.7,43.74,51.55,83418.08,0,6.22,10071.6,47.4,57.84,93596.76,1.43912033802e-05,0,0.0902348578491965,0.417181705809641,0.492583436341161,0.427070457354758,0.572929542645241,0.582818294190358,0.0939431396786155,0.117428924598269,0.205809641532756,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,VALPROIC ACID,1618,763,569,745,759,989,560,810,21.9,121.4,44.49,17.73,46.76
2021,MEDICARE,zonisamide,ZONISAMIDE,Neuromuscular Drugs,7567,1033,679332.24,657.63,89.77,2.25,0.63,0.002,30,39.8,112,140.3,30.41,84.5,639482.51,0,5.18,39246.42,33.48,89.77,679332.24,0.0001044524236585,0,0.258755120919783,0.368706224395401,0.372538654684815,0.574335932337782,0.425664067662217,0.556759614113915,0.0948856878551605,0.141535615171137,0.206819082859785,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,ZONISAMIDE,7567,402,471,632,685,857,322,631,25.5,117.4,390.79,36.86,397.62
2021,MINNESOTA HEALTH CARE PROGRAMS,brivaracetam,BRIVARACETAM,Neuromuscular Drugs,1904,206,2710032.85,13155.49,1423.33,48.15,13.94,0.009,30,29.5,60,102,1182.76,1238.22,2357588.93,0,3.27,6243.46,1199.41,1423.33,2710032.85,0.0004166878630355,,,,,0.450105042016806,0.549894957983193,0.664915966386554,0.10031512605042,0.106617647058823,0.128151260504201,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,BRIVARACETAM,1904,99,100,125,159,311,496,549,5.6,111.8,844.43,17.47,812.24
2021,MINNESOTA HEALTH CARE PROGRAMS,cannabidiol,CANNABIDIOL,Neuromuscular Drugs,1226,155,3406495.79,21977.39,2778.54,92.22,14.18,0.211,30,30.1,180,195.9,2185.69,2256.95,2767021.68,0,3.03,3722.22,2560.45,2778.54,3406495.79,0.0005237742602178,0.64110929853181,0.32952691680261,0.0293637846655791,0,0.395595432300163,0.604404567699836,0.561990212071778,0.135399673735725,0.125611745513866,0.176998368678629,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,CANNABIDIOL,1226,82,80,96,118,308,572,130,4.9,109.1,1716.5,15.05,1604.14
2021,MINNESOTA HEALTH CARE PROGRAMS,carbamazepine,CARBAMAZEPINE,Neuromuscular Drugs,13523,1830,1401120.25,765.63,103.61,3.08,0.87,0.04,30,33.6,90,118.7,66.17,99.26,1342347.54,0,1.51,20424.92,71.91,103.61,1401120.25,0.0002154327401708,0.041115137173704,0.49885380462915,0.442357465059528,0.0176735931376173,0.513495526140649,0.48650447385935,0.565407084226872,0.096871995858907,0.14567773423057,0.19204318568365,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,CARBAMAZEPINE,13523,167,358,474,547,681,192,458,16.3,112.2,107.52,7.35,109.04
2021,MINNESOTA HEALTH CARE PROGRAMS,cenobamate,CENOBAMATE,Neuromuscular Drugs,142,30,132921.39,4430.71,936.06,31.81,29.47,,30,29.4,30,31.7,996.91,747.53,106149.86,0,7.84,1114.24,1032.11,936.06,132921.39,2.04376599902e-05,,,,,0.535211267605633,0.464788732394366,,,,,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,CENOBAMATE,142,577,151,162,200,232,937,,8.3,12,633.74,30.65,576.33
2021,MINNESOTA HEALTH CARE PROGRAMS,clobazam,CLOBAZAM,Neuromuscular Drugs,4176,484,921876.63,1904.7,220.75,7.67,1.79,-0.27,30,28.7,90,122.9,49.37,181.18,756645.48,0,2.92,12206.5,72.16,220.75,921876.63,0.0001417454415495,0.60727969348659,0.353927203065134,0.0387931034482758,0,0.477250957854406,0.522749042145593,0.586446360153256,0.120929118773946,0.1455938697318,0.147030651340996,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,CLOBAZAM,4176,224,256,375,416,561,366,1091,5.5,106.8,513.65,48.53,535.11
2021,MINNESOTA HEALTH CARE PROGRAMS,eslicarbazepine,ESLICARBAZEPINE ACETATE,Neuromuscular Drugs,212,24,371406.21,15475.25,1751.91,57.69,36.11,0.392,30,30.3,30,48.5,1092.04,1581.04,335181.45,0,6.39,1354.79,1136.82,1751.91,371406.21,5.71064885663e-05,0.216981132075471,0.679245283018867,0.10377358490566,0,0.566037735849056,0.433962264150943,,,,,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,ESLICARBAZEPINE ACETATE,212,368,92,113,144,209,882,44,6.7,29.6,1031.28,32.47,1087.14
2021,MINNESOTA HEALTH CARE PROGRAMS,ethosuximide,ETHOSUXIMIDE,Neuromuscular Drugs,1411,201,149022.67,741.4,105.61,3.33,0.44,0.017,30,31.7,180,237.5,71.71,90.44,127616.75,0,2.06,2919.91,82.41,105.61,149022.67,2.29133524732e-05,0.70375620127569,0.280652019844082,0.0155917788802267,0,0.606661941885187,0.393338058114812,0.416017009213323,0.176470588235294,0.201984408221119,0.205527994330262,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,ETHOSUXIMIDE,1411,552,362,465,536,833,550,528,12.7,188.8,84.71,12.68,86.69
2021,MINNESOTA HEALTH CARE PROGRAMS,felbamate,FELBAMATE,Neuromuscular Drugs,3067,339,1834322.5,5410.98,598.08,18.55,2.32,-0.014,30,32.2,180,256.9,312.15,507.99,1558005.8,0,16.67,51146.48,385.27,598.08,1834322.5,0.0002820408330633,0.382784479947831,0.530811868275187,0.0864036517769807,0,0.44147375285295,0.558526247147049,0.587870883599608,0.10107597000326,0.120639060971633,0.190414085425497,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,FELBAMATE,3067,141,136,213,269,536,424,633,14.5,212.2,661.9,94.72,657.76
2021,MINNESOTA HEALTH CARE PROGRAMS,lacosamide,LACOSAMIDE,Neuromuscular Drugs,9351,936,9777341.16,10445.87,1045.59,35.49,9.4,0.064,30,29.4,60,111.1,961.05,947.93,8864101.42,0,4.31,40319.99,976.03,1045.59,9777341.16,0.0015033394868738,0.226072077852636,0.547321142123837,0.222756924393113,0.0038498556304138,0.454710726125548,0.545289273874451,0.678430114426264,0.109827825900973,0.090043845578013,0.121698214094749,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,LACOSAMIDE,9351,34,111,147,184,364,240,382,8.1,163.4,589.13,28.72,586.79
2021,MINNESOTA HEALTH CARE PROGRAMS,lamotrigine,LAMOTRIGINE,Neuromuscular Drugs,121941,16673,3478655,208.64,28.52,0.89,0.46,-0.069,30,32,46,61.8,5.36,25.54,3115215.69,0,0.9,110929.07,6.34,28.52,3478655,0.0005348692796059,0.100827449340254,0.638169278585545,0.257165350456368,0.0038379216178315,0.674104689973019,0.32589531002698,0.575901460542393,0.098785478223075,0.143823652422072,0.181489408812458,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,LAMOTRIGINE,121941,80,544,754,837,825,28,797,13.5,59.8,183.51,3.48,189.85
2021,MINNESOTA HEALTH CARE PROGRAMS,levetiracetam,LEVETIRACETAM,Neuromuscular Drugs,56866,8229,2344778.91,284.94,41.23,1.24,0.23,-0.025,30,33.1,120,175.5,20.28,38.48,2188286.38,0,0.95,54053.75,21.55,41.23,2344778.91,0.0003605273320944,0.266257517673126,0.43052087363275,0.286339816410508,0.0168817922836141,0.471828509126718,0.528171490873281,0.633401329441142,0.0851123694298878,0.12620898252031,0.155277318608658,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,LEVETIRACETAM,56866,116,479,668,738,988,72,669,16,183.9,144.19,4.74,153.22
2021,MINNESOTA HEALTH CARE PROGRAMS,methsuximide,METHSUXIMIDE,Neuromuscular Drugs,86,12,27529.22,2294.1,320.1,11.17,4.4,-0.003,30,28.6,60,72.6,223.2,217.82,18733.29,3,4.77,410.87,266.92,320.1,27529.22,4.2328239131e-06,0.220930232558139,0.77906976744186,0,0,0.290697674418604,0.709302325581395,0.569767441860465,0.27906976744186,0,0.151162790697674,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,METHSUXIMIDE,86,851,226,318,372,458,1027,597,7.6,33.3,167.45,7.92,141.11
2021,MINNESOTA HEALTH CARE PROGRAMS,oxcarbazepine,OXCARBAZEPINE,Neuromuscular Drugs,23343,3183,1780406.43,559.34,76.27,2.41,0.55,0.087,30,31.5,90,136.6,26.96,69.09,1612768.56,0,1.28,29925.34,28.8,76.27,1780406.43,0.0002737508331869,0.342972197232575,0.464036327807051,0.191620614316925,0.0013708606434477,0.488626140598894,0.511373859401105,0.549415242256779,0.107998115066615,0.150451955618386,0.192134687058218,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,OXCARBAZEPINE,23343,142,392,528,602,787,138,301,13.2,141.7,193.29,8.17,198.67
2021,MINNESOTA HEALTH CARE PROGRAMS,perampanel,PERAMPANEL,Neuromuscular Drugs,718,86,869603.94,10111.67,1211.14,41.01,26.86,0.073,30,29.5,30,45,1035.86,1041.11,747518.53,0,3.64,2616.97,1040.01,1211.14,869603.94,0.0001337081236657,0.154596100278551,0.643454038997214,0.201949860724233,0,0.622562674094707,0.377437325905292,0.603064066852367,0.115598885793871,0.11142061281337,0.169916434540389,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,PERAMPANEL,718,230,113,139,174,238,668,353,3.2,36.3,573.45,9.22,594.23
2021,MINNESOTA HEALTH CARE PROGRAMS,phenobarbital,PHENOBARBITAL,Central Nervous System Drugs,3291,594,151081.56,254.34,45.9,1.68,0.25,-0.001,30,27.2,75,177.7,31.75,41.4,136262.74,0,1.51,4977.03,34.83,45.9,151081.56,2.32299222426e-05,0.32756001215436,0.378304466727438,0.28623518687329,0.0079003342449103,0.462473412336675,0.537526587663324,0.676694013977514,0.0780917654208447,0.127924642965663,0.117289577635976,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,PHENOBARBITAL,3291,551,504,636,686,965,405,591,11.3,238.4,53.24,9.51,54.08
2021,MINNESOTA HEALTH CARE PROGRAMS,phenytoin,PHENYTOIN,Neuromuscular Drugs,726,100,28519.96,285.19,39.28,1.27,0.18,0.064,30,30.7,210,216,29.57,37.01,26871.81,0,1.05,767.2,34.55,39.28,28519.96,4.3851576139e-06,0.09366391184573,0.453168044077134,0.421487603305785,0.0316804407713498,0.454545454545454,0.545454545454545,0.599173553719008,0.110192837465564,0.0757575757575757,0.214876033057851,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,PHENYTOIN,726,843,478,681,733,1048,667,382,13.2,163.8,37.05,3.42,36.56
2021,MINNESOTA HEALTH CARE PROGRAMS,phenytoin,PHENYTOIN SODIUM EXTENDED,Neuromuscular Drugs,4995,564,333511.63,591.33,66.76,1.92,0.56,0.104,30,34.6,90,117.8,34.93,64.27,321070.02,0,1.91,9548.7,36.4,66.76,333511.63,5.12799128623e-05,0.0102102102102102,0.328128128128128,0.625225225225225,0.0364364364364364,0.407007007007007,0.592992992992992,0.583183183183183,0.0884884884884884,0.139339339339339,0.188988988988988,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,PHENYTOIN SODIUM EXTENDED,4995,392,382,556,655,782,335,264,17.7,82.9,83.99,7.1,84.95
2021,MINNESOTA HEALTH CARE PROGRAMS,primidone,PRIMIDONE,Neuromuscular Drugs,1965,294,47153.93,160.38,23.99,0.74,0.25,0.248,30,32.2,60,93,17.74,22.52,44260.92,0,1.33,2626.68,18.74,23.99,47153.93,7.2502701675e-06,0.0167938931297709,0.243765903307888,0.714503816793893,0.0249363867684478,0.543002544529262,0.456997455470737,0.549618320610687,0.110432569974554,0.140966921119592,0.198982188295165,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,PRIMIDONE,1965,765,597,805,879,966,489,103,14,81.1,19.08,2.68,19.54
2021,MINNESOTA HEALTH CARE PROGRAMS,rescue_diazepam,DIAZEPAM (ANTICONVULSANT),Neuromuscular Drugs,2019,1148,1117408.59,973.35,553.44,55.87,312.38,0.094,2,9.9,1,1.7,360.41,512.48,1034707.2,0,4.18,8449.54,360.41,553.44,1117408.59,0.0001718099459586,0.808816245666171,0.175334323922734,0.0158494304110946,0,0.453689945517582,0.546310054482417,0.589895988112927,0.135710747894997,0.124318969787023,0.150074294205052,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,DIAZEPAM (ANTICONVULSANT),2019,189,327,225,147,61,484,286,11.3,1.6,489.87,33.79,477.72
2021,MINNESOTA HEALTH CARE PROGRAMS,rescue_midazolam,MIDAZOLAM (ANTICONVULSANT),Neuromuscular Drugs,187,82,172116.35,2098.97,920.4,92.04,272.76,-0.201,4,10,2,3.3,541.6,595.28,111319.12,0,8.36,1564.12,571.46,920.4,172116.35,2.64641788659e-05,,,,,0.385026737967914,0.614973262032085,0.705882352941176,0.122994652406417,0.0909090909090909,0.0802139037433155,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,MIDAZOLAM (ANTICONVULSANT),187,524,246,164,119,70,899,1048,11,2.3,660.77,20.99,625.14
2021,MINNESOTA HEALTH CARE PROGRAMS,rufinamide,RUFINAMIDE,Neuromuscular Drugs,1411,155,4558158.65,29407.47,3230.44,109.61,11.24,-0.02,30,29.4,210,287.3,1986.37,2758.46,3892194.24,0,23.21,32757.82,2544.7,3230.44,4558158.65,0.000700851056933,0.451452870304748,0.456413890857547,0.0921332388377037,0,0.480510276399716,0.519489723600283,0.611622962437987,0.127569099929128,0.0836286321757618,0.177179305457122,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,RUFINAMIDE,1411,68,61,84,100,338,550,650,10.5,250.3,2599.88,190.43,2670.76
2021,MINNESOTA HEALTH CARE PROGRAMS,topiramate,TOPIRAMATE,Neuromuscular Drugs,76326,14011,1481634.28,105.74,19.41,0.57,0.25,0.069,30,33.5,60,75.7,5.91,18.05,1378316.5,0,0.95,73240.22,6.88,19.41,1481634.28,0.0002278123757553,0.101904986505253,0.542292272620077,0.352448706862668,0.0033540340120011,0.77639336530147,0.223606634698529,0.559403086759426,0.110054241018787,0.145913581217409,0.184629091004375,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,TOPIRAMATE,76326,163,698,861,940,968,51,367,15.8,65.7,112.89,3.07,113.7
2021,MINNESOTA HEALTH CARE PROGRAMS,valproate,DIVALPROEX SODIUM,Neuromuscular Drugs,51670,6805,2395931.48,352.08,46.36,1.47,0.47,-0.07,30,31.4,62,96.9,21.84,43.72,2259049.54,0,0.71,37067.67,23.88,46.36,2395931.48,0.0003683924231327,0.114011999225856,0.537216953744919,0.33884265531256,0.0099283917166634,0.346429262628217,0.653570737371782,0.627230501257983,0.0936520224501645,0.129978711050899,0.149138765240952,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,DIVALPROEX SODIUM,51670,112,454,635,709,819,79,804,13.2,85,85.29,3.99,87.72
2021,MINNESOTA HEALTH CARE PROGRAMS,valproate,VALPROATE SODIUM,Neuromuscular Drugs,3867,474,81442.09,171.81,21.06,0.72,0.04,-0.113,30,29.1,473,455,17.8,19.06,73722.01,0,0.64,2510.46,18.8,21.06,81442.09,1.25223317655e-05,,,,,0.367726920093095,0.632273079906904,0.632790276700284,0.0987845875355572,0.122834238427721,0.145590897336436,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,VALPROATE SODIUM,3867,666,583,843,883,1183,377,910,9.9,253.5,17.63,2.31,18.11
2021,MINNESOTA HEALTH CARE PROGRAMS,valproate,VALPROIC ACID,Neuromuscular Drugs,661,125,33088.78,264.71,50.05,1.69,0.34,-0.141,30,29.5,120,144.9,38.57,48.31,31932.97,0,1.04,693.14,39.63,50.05,33088.78,5.0876479333e-06,0.0922844175491679,0.478063540090771,0.387291981845688,0.0423600605143721,0.40090771558245,0.599092284417549,0.582450832072617,0.0574886535552193,0.0650529500756429,0.29500756429652,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,VALPROIC ACID,661,828,499,619,684,890,689,968,14.2,94.6,39.79,2.29,39.43
2021,MINNESOTA HEALTH CARE PROGRAMS,vigabatrin,VIGABATRIN,Neuromuscular Drugs,232,35,4172267.57,119207.64,17983.91,601.1,148.21,0.718,30,29.9,120,121.3,15741.13,15480.67,3591515.82,0,125.09,29022.11,20984.67,17983.91,4172267.57,0.0006415174110365,0.948275862068965,0.0517241379310344,0,0,0.443965517241379,0.55603448275862,0.456896551724137,0.271551724137931,0.155172413793103,0.116379310344827,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,VIGABATRIN,232,70,7,13,14,106,865,17,1.3,39.5,9336.49,668.85,7931.48
2021,MINNESOTA HEALTH CARE PROGRAMS,zonisamide,ZONISAMIDE,Neuromuscular Drugs,8400,1139,217290.13,190.77,25.86,0.79,0.22,-0.083,30,32.6,90,116.6,17.97,23.88,200648.08,0,0.92,7786.23,19.15,25.86,217290.13,3.34099861292e-05,0.279404761904761,0.478690476190476,0.239761904761904,0.0021428571428571,0.539404761904761,0.460595238095238,0.597261904761904,0.0969047619047619,0.1325,0.173333333333333,rxsummary2021.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2021.xlsx,2026-09-19,Drug,ZONISAMIDE,8400,465,559,779,863,1004,251,834,14.5,95.6,29.98,3.71,30.33
2022,COMMERCIAL,brivaracetam,BRIVARACETAM,Neuromuscular Drugs,1155,164,2325283.4,14178.55,2013.23,57.62,13.87,0.075,30,34.9,68,145,1277.33,1917.32,2214506.13,0,95.59,110410.15,1292.76,2013.23,2325283.4,0.0003250678826235,0.374891774891774,0.43030303030303,0.181818181818181,0.0129870129870129,0.502164502164502,0.497835497835497,0.639826839826839,0.143722943722943,0.0822510822510822,0.134199134199134,rxsummary2022.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2022.xlsx,2026-09-19,Drug,BRIVARACETAM,1155,164,130,153,193,394,591,286,18.6,154.9,1651.86,276.44,1635.02
2022,COMMERCIAL,cannabidiol,CANNABIDIOL,Neuromuscular Drugs,625,71,1883434.04,26527.24,3013.49,103.21,15.85,0.07,30,29.1,150,190,2478.45,2864.37,1790231.69,0,121.89,76183.47,2491.24,3013.49,1883434.04,0.0002632986221997,0.6896,0.3104,0,0,0.4064,0.5936,0.6336,0.1792,0.048,0.1392,rxsummary2022.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2022.xlsx,2026-09-19,Drug,CANNABIDIOL,625,187,106,131,149,371,700,298,5.3,118.7,1914.38,441.06,1885.95
2022,COMMERCIAL,carbamazepine,CARBAMAZEPINE,Neuromuscular Drugs,8116,1763,1402726.47,795.64,172.83,3.19,1,0,30,54,120,172.4,59.86,126.32,1025232.87,18.43,46.41,376744.02,98.79,172.83,1402726.47,0.0001960970965959,0.0161409561360275,0.276614095613602,0.628511582060128,0.0787333661902414,0.560867422375554,0.439132577624445,0.603745687530803,0.132700837851158,0.100295712173484,0.163257762444553,rxsummary2022.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2022.xlsx,2026-09-19,Drug,CARBAMAZEPINE,8116,223,438,525,652,788,274,650,30.1,145.2,187.21,91.45,206.34
2022,COMMERCIAL,cenobamate,CENOBAMATE,Neuromuscular Drugs,383,48,557804.88,11620.93,1456.4,38.37,33.15,0.113,30,37.9,30,43.9,1023.91,1358.91,520465.26,0,96.31,36888.45,1047.96,1456.4,557804.88,7.79795061791e-05,0.0652741514360313,0.798955613577023,0.135770234986945,0,0.503916449086161,0.496083550913838,0.485639686684073,0.279373368146214,0.164490861618798,0.0704960835509138,rxsummary2022.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2022.xlsx,2026-09-19,Drug,CENOBAMATE,383,379,136,176,231,282,802,184,21.4,27.8,967.69,284.88,978.71
2022,COMMERCIAL,clobazam,CLOBAZAM,Neuromuscular Drugs,1514,214,189324.9,884.69,125.04,3.78,0.96,-0.033,30,33,120,129.7,64.67,108.66,164517.41,0,13.44,20350.22,81.48,125.04,189324.9,2.64670725172e-05,,,,,0.52113606340819,0.478863936591809,0.631439894319682,0.20343461030383,0.0924702774108322,0.0726552179656538,rxsummary2022.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2022.xlsx,2026-09-19,Drug,CLOBAZAM,1514,598,426,584,614,799,539,812,17.4,110.8,147,33.8,152.56
2022,COMMERCIAL,eslicarbazepine,ESLICARBAZEPINE ACETATE,Neuromuscular Drugs,71,13,162673.76,12513.36,2291.17,54.66,36.51,,30,41.9,60,62.7,1699.83,2023.87,143694.81,0,267.3,18978.95,2146.79,2291.17,162673.76,2.27413203575e-05,0.183098591549295,0.267605633802816,0.549295774647887,0,0.549295774647887,0.450704225352112,1,0,0,0,rxsummary2022.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2022.xlsx,2026-09-19,Drug,ESLICARBAZEPINE ACETATE,71,626,135,149,195,270,1127,,25.4,34.7,1222.26,632.62,1231.13
2022,COMMERCIAL,ethosuximide,ETHOSUXIMIDE,Neuromuscular Drugs,997,184,147876.88,803.67,148.32,3.33,0.57,-0.01,30,44.4,180,258.4,80.09,117.21,116867.04,10,31.08,30989.89,114.82,148.32,147876.88,2.06727594023e-05,,,,,0.521564694082246,0.478435305917753,0.601805416248746,0.12938816449348,0.074222668004012,0.194583751253761,rxsummary2022.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2022.xlsx,2026-09-19,Drug,ETHOSUXIMIDE,997,649,437,554,642,916,624,700,26.3,205.9,136.41,51.93,135
2022,COMMERCIAL,felbamate,FELBAMATE,Neuromuscular Drugs,809,134,396147.52,2956.32,489.67,12.23,2.06,-0.163,30,40,180,237.1,347.75,446.58,361284.61,0,43.08,34859.06,383.7,489.67,396147.52,5.53802755969e-05,,,,,0.493201483312731,0.506798516687268,0.713226205191594,0.0951792336217552,0.0716934487021013,0.119901112484548,rxsummary2022.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2022.xlsx,2026-09-19,Drug,FELBAMATE,809,453,252,347,421,673,656,1151,23.2,187.9,437.26,145.36,445.63
2022,COMMERCIAL,fenfluramine,FENFLURAMINE HCL (ANTICONVULSANT),Neuromuscular Drugs,96,12,1104429.21,92035.76,11504.47,391.64,50.03,,30,29.3,192,229.9,9943.86,11276.74,1082567.92,0,227.72,21861.29,10013.86,11504.47,1104429.21,0.0001543960038601,0.739583333333333,0.260416666666666,0,0,0.770833333333333,0.229166666666666,,,,,rxsummary2022.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2022.xlsx,2026-09-19,Drug,FENFLURAMINE HCL (ANTICONVULSANT),96,257,31,57,58,247,1081,,2.3,95.2,5033.54,783.87,4769.37
2022,COMMERCIAL,lacosamide,LACOSAMIDE,Neuromuscular Drugs,4818,705,3664302.66,5197.59,760.54,19.95,6.5,-0.42,30,38.1,60,116.9,325.07,675.26,3253447.7,10,81.47,392538.89,405.37,760.54,3664302.66,0.0005122588958309,0.202158572021585,0.477999169779991,0.290992112909921,0.0288501452885014,0.532586135325861,0.467413864674138,0.690950601909506,0.150892486508924,0.0649647156496471,0.0931921959319219,rxsummary2022.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2022.xlsx,2026-09-19,Drug,LACOSAMIDE,4818,131,182,267,310,517,353,1247,22.9,129.3,880.77,269.59,924.92
2022,COMMERCIAL,lamotrigine,LAMOTRIGINE,Neuromuscular Drugs,76545,13968,2724835.32,195.07,35.59,0.74,0.4,-0.017,30,47.9,60,87.9,0,24.77,1896154.5,5.73,10.77,824497.32,9.13,35.59,2724835.32,0.0003809240834773,0.0809719772682735,0.590672153635116,0.306460252139264,0.0218956169573453,0.692847344699196,0.307152655300803,0.69795545104187,0.117381932196747,0.0839114246521653,0.100751192109216,rxsummary2022.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2022.xlsx,2026-09-19,Drug,LAMOTRIGINE,76545,152,682,904,1005,1013,45,744,28,83.7,194.93,35.41,203.34
