year,payer,molecule,apcd_drug_name,ther_class,number_scripts,unique_members,total_cost,cost_per_user,cost_per_script,cost_per_days_supply,cost_per_unit_dispensed,yearly_pct_change_cost_per_script,days_supply_median,days_supply_mean,quantity_median,quantity_mean,insurer_paid_median,insurer_paid_mean,insurer_paid_sum,member_paid_median,member_paid_mean,member_paid_sum,total_paid_median,total_paid_mean,total_paid_sum,pct_total_pharm_spending,pct_scripts_0_18,pct_scripts_19_44,pct_scripts_45_64,pct_scripts_65_plus,pct_scripts_female,pct_scripts_male,pct_scripts_urban_core,pct_scripts_suburban,pct_scripts_micropolitan,pct_scripts_rural_smalltown,source_file,source_url,date_accessed,record_type,npropname,total_scripts_filled,total_cost_rank,cost_per_user_rank,cost_per_script_rank,cost_per_days_supply_rank,cost_per_unit_dispensed_rank,total_scripts_filled_rank,yearly_pct_change_cost_per_script_rank,days_supply_stddev,quantity_stddev,insurer_paid_stddev,member_paid_stddev,total_paid_stddev
2009,COMMERCIAL,carbamazepine,CARBAMAZEPINE,Neuromuscular Drugs,26819,4483,2446150.96,545.65,91.2,2.24,0.68,,30,40.5,90,132.5,27.57,65.45,1755531.93,15,25.67,688699.01,54.68,91.2,2446150.96,0.0006376542563881,0.0529848241918043,0.371005630336701,0.516201200641336,0.0598083448301577,0.544502032141392,0.455497967858607,0.639807599090197,0.117677765763078,0.102166374585182,0.140348260561542,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,CARBAMAZEPINE,26819,167,362,579,719,894,191,,23.6,110.9,95.92,36.37,110.23
2009,COMMERCIAL,ethosuximide,ETHOSUXIMIDE,Neuromuscular Drugs,1477,220,135888.41,617.67,92,2.68,0.47,,30,34.2,120,191.9,56.9,73.93,109207.94,12,18.01,26609.3,71.42,92,135888.41,3.54229254233e-05,0.70886932972241,0.103588354773188,0.1875423155044,0,0.638456330399458,0.361543669600541,0.658767772511848,0.136086662153012,0.0805687203791469,0.124576844955991,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,ETHOSUXIMIDE,1477,664,340,573,666,985,656,,16,158.1,66.83,25.9,69.76
2009,COMMERCIAL,felbamate,FELBAMATE,Neuromuscular Drugs,1675,238,853914.89,3587.87,509.79,13.88,2.22,,30,36.7,180,228.7,374.47,464.89,778700.02,25,44.43,74424.23,411,509.79,853914.89,0.0002225956096355,0.510447761194029,0.31820895522388,0.158805970149253,0.0125373134328358,0.551044776119402,0.448955223880597,0.674626865671641,0.149850746268656,0.0650746268656716,0.110447761194029,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,FELBAMATE,1675,325,94,143,197,582,632,,19.9,191,340.81,75.99,343.68
2009,COMMERCIAL,lacosamide,LACOSAMIDE,Neuromuscular Drugs,457,124,222165.33,1791.65,486.13,15.66,5.54,,30,31,60,87.7,389.7,453.45,207230.42,20,31.36,14333.06,404.7,486.13,222165.33,5.79132975081e-05,,,,,0.62363238512035,0.376367614879649,0.733041575492341,0.0897155361050328,0.074398249452954,0.102844638949671,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,LACOSAMIDE,457,578,145,149,175,336,868,,16.8,60.8,283.49,46.76,292.81
2009,COMMERCIAL,lamotrigine,LAMOTRIGINE,Neuromuscular Drugs,63016,10237,9904996.68,967.56,157.18,4.24,1.99,,30,37,60,78.6,52.88,136.4,8595793.43,10,20.74,1306967.1,67.87,157.18,9904996.68,0.0025820006188465,0.121572299098641,0.487971308873936,0.371794464897803,0.0186619271296178,0.661038466421226,0.338961533578773,0.686428843468325,0.110241843341373,0.0931985527485083,0.110130760441792,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,LAMOTRIGINE,63016,54,237,379,489,608,99,,20.2,71.2,237.68,58.73,251.26
2009,COMMERCIAL,levetiracetam,LEVETIRACETAM,Neuromuscular Drugs,31332,5338,7943948.04,1488.18,253.54,6.79,1.81,,30,37.3,120,139.8,123.64,224.25,7026313.16,12,29.23,915941.05,152.58,253.54,7943948.04,0.0020708011741973,0.21639218690157,0.330269373164815,0.380505553427805,0.0728328865058087,0.527830971530703,0.472169028469296,0.647612664368696,0.128367164560194,0.105898123324396,0.118122047746712,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,LEVETIRACETAM,31332,69,168,241,329,635,164,,20.8,123.8,296.49,68.72,307.12
2009,COMMERCIAL,methsuximide,METHSUXIMIDE,Neuromuscular Drugs,140,22,14366.68,653.03,102.61,2.92,1.33,,30,35,60,76.6,83.48,89.46,12524.83,0,13.08,1831.81,83.52,102.61,14366.68,3.7450569494e-06,,,,,0.621428571428571,0.378571428571428,,,,,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,METHSUXIMIDE,140,1021,327,534,633,707,1064,,20.1,51.2,49.29,22.82,56.62
2009,COMMERCIAL,oxcarbazepine,OXCARBAZEPINE,Neuromuscular Drugs,15797,2722,2800616.66,1028.88,177.28,4.88,1.39,,30,36.2,90,126.6,98.07,154.06,2433776.93,10.7,23.2,366525.35,114.61,177.28,2800616.66,0.0007300551613382,0.320567196303095,0.338165474457175,0.308223080331708,0.0330442489080205,0.526998797239982,0.473001202760017,0.637336203076533,0.131670570361461,0.100272203582958,0.130721022979046,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,OXCARBAZEPINE,15797,149,226,326,434,698,266,,19.4,116.5,189.64,46.97,199.51
2009,COMMERCIAL,phenobarbital,PHENOBARBITAL,Central Nervous System Drugs,5211,864,29387.27,34.01,5.63,0.13,0.04,,30,40.9,90,121.6,0,1.15,6019.93,3.77,4.47,23336.5,4.47,5.63,29387.27,7.6605729186e-06,0.0907695260026866,0.215697562847821,0.604682402609863,0.0888505085396277,0.564958741124544,0.435041258875455,0.60295528689311,0.123584724620994,0.124736135098829,0.148723853387065,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,PHENOBARBITAL,5211,920,1122,1322,1328,1336,430,,24.2,117.6,2.7,3.67,3.78
2009,COMMERCIAL,phenytoin,PHENYTOIN,Neuromuscular Drugs,1413,289,41637,144.07,29.46,0.73,0.33,,30,40.2,45,88.3,2.33,14.22,20093.14,12.78,15.23,21530.41,23.09,29.46,41637,1.08537905907e-05,0.0679405520169851,0.19108280254777,0.535031847133757,0.205944798301486,0.444444444444444,0.555555555555555,0.48761500353857,0.123849964614295,0.169143665958952,0.219391365888181,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,PHENYTOIN,1413,871,739,964,1110,1080,662,,24.8,102,24.36,13.73,26.88
2009,COMMERCIAL,phenytoin,PHENYTOIN SODIUM EXTENDED,Neuromuscular Drugs,26494,3856,1236751.26,320.73,46.68,1.14,0.31,,30,40.8,120,149,21.17,26.43,700298.71,14.68,20.22,535758.97,37.32,46.68,1236751.26,0.0003223920836972,0.0064542915377066,0.24401751339926,0.629765229863365,0.119762965199667,0.387182003472484,0.612817996527515,0.603759341737751,0.110742054804861,0.12342417151053,0.162074431946855,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,PHENYTOIN SODIUM EXTENDED,26494,258,482,810,966,1090,193,,23.9,104.4,26.69,20.05,32.81
2009,COMMERCIAL,primidone,PRIMIDONE,Neuromuscular Drugs,4395,862,260050.22,301.68,59.16,1.33,0.5,,30,44.3,90,118.1,23.81,45.04,197958.1,10,14.11,62022.88,35.86,59.16,260050.22,6.77890009117e-05,0.013424345847554,0.0798634812286689,0.629579067121729,0.277133105802047,0.499886234357224,0.500113765642775,0.634812286689419,0.100341296928327,0.11103526734926,0.153811149032992,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,PRIMIDONE,4395,539,501,728,916,975,465,,25.7,104.9,95.16,20.54,101.72
2009,COMMERCIAL,rescue_diazepam,DIAZEPAM (ANTICONVULSANT),Neuromuscular Drugs,1001,640,581099.81,907.96,580.51,92.04,261.75,,2,6.3,1,2.2,343.21,495.57,496070.46,30,84.78,84874.22,354.2,580.51,581099.81,0.0001514791087271,,,,,0.417582417582417,0.582417582417582,0.602397602397602,0.189810189810189,0.124875124875124,0.0829170829170829,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,DIAZEPAM (ANTICONVULSANT),1001,385,247,129,38,31,726,,9.6,3.9,424.67,225.33,423.58
2009,COMMERCIAL,rufinamide,RUFINAMIDE,Neuromuscular Drugs,282,61,130718.83,2142.93,463.54,14.77,3.95,,30,31.3,105,117.2,321.66,442.9,124898.67,0,20.19,5695.53,336.32,463.54,130718.83,3.407533701e-05,0.609929078014184,0.336879432624113,0.0531914893617021,0,0.595744680851063,0.404255319148936,0.726950354609929,0.120567375886524,0.0567375886524822,0.0957446808510638,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,RUFINAMIDE,282,670,126,156,189,421,938,,13.6,84.9,357.81,48.72,357.83
2009,COMMERCIAL,tiagabine,TIAGABINE HCL,Neuromuscular Drugs,654,135,344566.97,2552.34,526.86,13.06,4.04,,30,40.3,90,130.1,349.76,479.72,313737.7,30,46.77,30592.89,363.09,526.86,344566.97,8.98205379079e-05,0.137614678899082,0.431192660550458,0.405198776758409,0.0259938837920489,0.668195718654434,0.331804281345565,0.729357798165137,0.0840978593272171,0.0948012232415902,0.091743119266055,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,TIAGABINE HCL,654,480,110,140,206,413,803,,23.9,126.1,461.81,98.87,474.83
2009,COMMERCIAL,topiramate,TOPIRAMATE,Neuromuscular Drugs,53713,11050,9428985.23,853.3,175.54,4.65,1.88,,30,37.7,60,93.3,60.13,150.8,8100268.73,10.52,24.65,1324503.21,76.19,175.54,9428985.23,0.0024579155839712,0.0718820397296743,0.470705415821123,0.440452032096512,0.0169605123526892,0.866363822538305,0.133636177461694,0.640869063355239,0.121199709567516,0.111890976113789,0.126040250963453,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,TOPIRAMATE,53713,56,254,330,459,623,111,,20.9,77.4,228.66,54.94,244.05
2009,COMMERCIAL,valproate,DIVALPROEX SODIUM,Neuromuscular Drugs,41738,7522,6192759.09,823.28,148.37,3.98,1.43,,30,37.2,90,103.5,81.87,124.88,5212489.4,11.78,23.43,978154.88,107.28,148.37,6192759.09,0.0016143072349568,0.15398437874359,0.378144616416694,0.419785327519286,0.0480856773204274,0.488188221764339,0.51181177823566,0.675930806459341,0.119076141645502,0.0876659159518903,0.117327135943265,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,DIVALPROEX SODIUM,41738,86,260,402,514,690,130,,20.6,87.4,144.91,41.51,153.75
2009,COMMERCIAL,valproate,VALPROATE SODIUM,Neuromuscular Drugs,599,116,17518.48,151.02,29.24,0.95,0.07,,30,30.6,450,408.6,18.39,22.65,13567.95,6.49,6.59,3947.59,23.84,29.24,17518.48,4.5666573813e-06,0.686143572621035,0.203672787979966,0.026711185308848,0.0834724540901502,0.424040066777963,0.575959933222036,0.534223706176961,0.170283806343906,0.20033388981636,0.0951585976627712,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,VALPROATE SODIUM,599,996,725,966,1021,1320,820,,13.3,241.7,22.02,7.67,22.78
2009,COMMERCIAL,valproate,VALPROIC ACID,Neuromuscular Drugs,743,181,47988.62,265.13,64.58,1.56,0.38,,30,41.3,120,165.8,31.98,47.13,35019.25,10,17.42,12943.95,47.42,64.58,47988.62,1.25095091437e-05,0.0457604306864064,0.446837146702557,0.425302826379542,0.0820995962314939,0.46971736204576,0.530282637954239,0.594885598923283,0.111709286675639,0.149394347240915,0.144010767160161,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,VALPROIC ACID,743,850,535,695,865,1036,775,,24.5,148,53.22,22.32,60.64
2009,COMMERCIAL,zonisamide,ZONISAMIDE,Neuromuscular Drugs,4297,801,427998.99,534.33,99.6,2.72,0.81,,30,36.5,90,121.7,37.58,84.29,362225.84,10,15.3,65752.13,49.09,99.6,427998.99,0.000111569311202,0.0979753316267163,0.474749825459622,0.393064929020246,0.034209913893414,0.674656737258552,0.325343262741447,0.664184314638119,0.10774959273912,0.0884337910169885,0.139632301605771,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,ZONISAMIDE,4297,440,367,546,661,854,468,,19.7,105.5,168.48,26.52,176.86
2009,MEDICARE,carbamazepine,CARBAMAZEPINE,Neuromuscular Drugs,36514,4490,1935734.48,431.12,53.01,1.55,0.52,,30,34.1,75,100.5,15.43,44.35,1619675.3,1.68,8.59,313836.61,19.44,53.01,1935734.48,0.0005046006360986,0.0003286410691789,0.241058224242756,0.340526921180916,0.418086213507147,0.538423618338171,0.461576381661828,0.518595607164375,0.0936353179602344,0.167442624746672,0.220326450128717,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,CARBAMAZEPINE,36514,128,359,608,696,792,116,,16.4,113,68.57,24.19,74.23
2009,MEDICARE,ethosuximide,ETHOSUXIMIDE,Neuromuscular Drugs,337,37,38659.06,1044.83,114.71,3.54,1.14,,30,32.3,100,100.6,110.48,110.79,37338.59,1.1,3.86,1302.95,116.17,114.71,38659.06,1.00775113883e-05,0,0.507418397626112,0.314540059347181,0.178041543026706,0.729970326409495,0.270029673590504,0.43026706231454,0.160237388724035,0.100890207715133,0.30860534124629,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,ETHOSUXIMIDE,337,702,188,371,453,612,812,,12.3,58.5,76.07,13.62,75
2009,MEDICARE,felbamate,FELBAMATE,Neuromuscular Drugs,1692,162,694574.37,4287.49,410.5,13.33,3.16,,30,30.7,105,129.8,371.48,397.85,673173.82,3.2,12.36,20929.1,382.7,410.5,694574.37,0.0001810592684797,0,0.495271867612293,0.43676122931442,0.067966903073286,0.43321513002364,0.566784869976359,0.618203309692671,0.0904255319148936,0.106382978723404,0.18498817966903,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,FELBAMATE,1692,228,58,106,156,392,530,,9.6,163,355.28,49.17,352.52
2009,MEDICARE,lacosamide,LACOSAMIDE,Neuromuscular Drugs,332,78,112524.97,1442.62,338.93,12.25,5.83,,30,27.6,60,58.1,347.87,315.88,104873.04,0,22.8,7571.35,355.54,338.93,112524.97,2.93326238828e-05,0,0.439759036144578,0.436746987951807,0.123493975903614,0.400602409638554,0.599397590361445,0.626506024096385,0.0993975903614457,0.0632530120481927,0.210843373493975,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,LACOSAMIDE,332,498,131,129,171,267,820,,7.9,41.8,220.21,74.48,215.2
2009,MEDICARE,lamotrigine,LAMOTRIGINE,Neuromuscular Drugs,37132,4468,4188626.42,937.47,112.8,3.52,1.89,,30,31.9,49,59.6,49.72,107.64,3997073.4,1.1,5.04,187215.32,53.39,112.8,4188626.42,0.0010918767928912,0.0003231713885597,0.357023591511364,0.429171604007325,0.21348163309275,0.64413443929764,0.355865560702359,0.597220726058386,0.0815199827641926,0.153452547667779,0.167806743509641,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,LAMOTRIGINE,37132,68,211,379,456,522,115,,12.4,53.2,172.76,32.87,177.21
2009,MEDICARE,levetiracetam,LEVETIRACETAM,Neuromuscular Drugs,31920,4240,5749510.25,1356.01,180.12,5.45,1.89,,30,33,60,95.1,100.4,165.95,5297206.06,1.1,13.98,446376.12,110.79,180.12,5749510.25,0.0014987626450738,0.0015037593984962,0.174624060150375,0.321397243107769,0.502474937343358,0.529667919799498,0.470332080200501,0.606860902255639,0.0869674185463659,0.140695488721804,0.16547619047619,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,LEVETIRACETAM,31920,51,140,244,333,521,128,,15.2,106.7,201.13,56.49,207.19
2009,MEDICARE,methsuximide,METHSUXIMIDE,Neuromuscular Drugs,161,18,18017.13,1000.95,111.9,3.37,1.38,,30,33.1,62,81,87.27,101.47,16337.08,3.2,10.43,1680.05,90.71,111.9,18017.13,4.6966437559e-06,0,0.260869565217391,0.422360248447204,0.316770186335403,0.695652173913043,0.304347826086956,,,,,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,METHSUXIMIDE,161,844,196,381,467,574,940,,14.4,50.1,81.72,21.45,76.36
2009,MEDICARE,oxcarbazepine,OXCARBAZEPINE,Neuromuscular Drugs,10779,1398,1310891.77,937.69,121.61,3.83,1.48,,30,31.7,60,81.9,82.15,115.92,1249603.27,1.1,5.62,60649.52,86.53,121.61,1310891.77,0.0003417187779795,0,0.354856665738936,0.380183690509323,0.264959643751739,0.555246312273865,0.444753687726134,0.571203265609054,0.0825679562111513,0.175062621764542,0.171166156415251,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,OXCARBAZEPINE,10779,167,209,354,429,563,245,,12.3,87.1,139.44,23.47,140.46
2009,MEDICARE,phenobarbital,PHENOBARBITAL,Central Nervous System Drugs,2980,370,14583.57,39.41,4.89,0.13,0.06,,30,36.1,60,75.8,3.06,2.81,8396.4,0,2.07,6168.79,4.21,4.89,14583.57,3.801595092e-06,,,,,0.624161073825503,0.375838926174496,0.423825503355704,0.136912751677852,0.178523489932885,0.260738255033557,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,PHENOBARBITAL,2980,877,973,1230,1236,1206,424,,19.8,64.3,2.71,3.06,2.32
2009,MEDICARE,phenytoin,PHENYTOIN,Neuromuscular Drugs,7658,980,243122.15,248.08,31.74,1.11,0.24,,30,28.4,90,128,21.64,27.2,208309.63,0,4.43,33950.22,24.82,31.74,243122.15,6.33762495875e-05,0.0015669887699138,0.0870984591277095,0.241185688169234,0.670148863933141,0.589187777487594,0.410812222512405,0.476756333246278,0.0891877774875946,0.169887699138156,0.26416819012797,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,PHENYTOIN,7658,376,478,738,786,978,286,,13.1,129.6,23.62,11.12,24.53
2009,MEDICARE,phenytoin,PHENYTOIN SODIUM EXTENDED,Neuromuscular Drugs,43028,5223,1373978.34,263.06,31.93,0.88,0.31,,30,35.9,90,100.9,21.2,23.7,1020173,2.4,8.16,351343.7,26.48,31.93,1373978.34,0.0003581639690324,0,0.0735102723807753,0.25969136376313,0.666798363856093,0.512828855628892,0.487171144371107,0.488751510644231,0.098075671655666,0.166333550246351,0.246839267453751,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,PHENYTOIN SODIUM EXTENDED,43028,164,470,736,857,905,108,,18.9,81.9,20,15.33,22.61
2009,MEDICARE,primidone,PRIMIDONE,Neuromuscular Drugs,10285,1590,398356.07,250.53,38.73,1,0.41,,30,38.6,60,93.4,21.11,31.09,319824.81,3.24,7.55,77701.71,28.34,38.73,398356.07,0.0001038420963167,0,0.0301409820126397,0.152455031599416,0.817403986387943,0.568595041322314,0.431404958677685,0.48886728245017,0.107146329606222,0.155663587749149,0.248322800194457,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,PRIMIDONE,10285,297,476,687,814,840,250,,21.9,87.2,44.21,12.85,45.75
2009,MEDICARE,rescue_diazepam,DIAZEPAM (ANTICONVULSANT),Neuromuscular Drugs,24,17,9220.24,542.36,384.17,192.08,21.54,,1,2,1,17.8,351.43,352.8,8467.33,0,30.21,725.17,354.19,384.17,9220.24,2.4035005921e-06,,,,,,,,,,,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,DIAZEPAM (ANTICONVULSANT),24,936,322,113,6,98,1214,,2.8,38,125.57,67.19,99.63
2009,MEDICARE,rufinamide,RUFINAMIDE,Neuromuscular Drugs,275,39,93870.71,2406.94,341.34,13.46,6.6,,30,25.3,30,51.7,230.53,338.93,93206.19,0,2.37,651.84,230.53,341.34,93870.71,2.44698952601e-05,,,,,0.461818181818181,0.538181818181818,0.676363636363636,0.109090909090909,0.0509090909090909,0.163636363636363,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,RUFINAMIDE,275,539,91,128,154,244,846,,9.3,59.9,316.7,16.34,317.05
2009,MEDICARE,tiagabine,TIAGABINE HCL,Neuromuscular Drugs,999,124,360396.89,2906.42,360.75,11.63,4.89,,30,31,60,73.7,245.86,347.57,347226.88,3.2,13.05,13044.78,255.22,360.75,360396.89,9.39470272503e-05,0,0.43043043043043,0.405405405405405,0.164164164164164,0.542542542542542,0.457457457457457,0.607607607607607,0.121121121121121,0.164164164164164,0.107107107107107,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,TIAGABINE HCL,999,320,80,123,182,295,631,,12,72.5,312.78,47.15,316.03
2009,MEDICARE,topiramate,TOPIRAMATE,Neuromuscular Drugs,21674,3102,3291342.93,1061.03,151.85,4.68,2.31,,30,32.4,60,65.6,67.9,142.62,3091240.51,1.1,9.13,198050.48,70.93,151.85,3291342.93,0.0008579760051061,0.0006459352219248,0.362554212420411,0.425071514256713,0.21172833810095,0.736827535295746,0.263172464704253,0.557672787671864,0.0872012549598597,0.158853926363384,0.19627203100489,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,TOPIRAMATE,21674,84,181,292,381,472,164,,13.5,55.8,207.5,40.02,214.37
2009,MEDICARE,valproate,DIVALPROEX SODIUM,Neuromuscular Drugs,70234,8102,7827506.94,966.12,111.44,3.59,1.38,,30,31,60,80.4,63.6,105.3,7396277.93,1.1,6.01,422169.9,69.35,111.44,7827506.94,0.0020404477069553,0.0006834296779337,0.249651166101887,0.390409203519662,0.359256200700515,0.492040891875729,0.50795910812427,0.60230087991571,0.0904974798530626,0.133852550046985,0.173349090184241,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,DIVALPROEX SODIUM,70234,33,203,385,447,573,61,,10.9,79,117.3,24.67,119
2009,MEDICARE,valproate,VALPROATE SODIUM,Neuromuscular Drugs,3212,427,105342.62,246.7,32.79,1.36,0.08,,25,23.9,473,381.3,27.62,31.22,100297.53,0,1.52,4887.16,28.78,32.79,105342.62,2.74603534779e-05,0,0.22478206724782,0.308530510585305,0.466687422166874,0.509339975093399,0.4906600249066,0.551681195516811,0.139788293897882,0.104296388542963,0.204234122042341,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,VALPROATE SODIUM,3212,515,479,725,738,1171,412,,9.7,353.2,23.24,5.31,22.85
2009,MEDICARE,valproate,VALPROIC ACID,Neuromuscular Drugs,1826,271,99863.37,368.49,54.68,1.62,0.41,,30,33.7,120,132.5,43.73,50.22,91713.12,1.1,4.34,7939.37,46.02,54.68,99863.37,2.60320413494e-05,0,0.142387732749178,0.451259583789704,0.406352683461117,0.474260679079956,0.525739320920043,0.670317634173055,0.0230010952902519,0.138554216867469,0.168127053669222,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,VALPROIC ACID,1826,532,391,597,681,841,515,,16.1,112.2,38.89,9.64,39.06
2009,MEDICARE,zonisamide,ZONISAMIDE,Neuromuscular Drugs,4495,545,365822.78,671.23,81.38,2.51,0.86,,30,32.3,84,93.7,48.1,77.1,346583.54,1.1,4.17,18766.09,50.95,81.38,365822.78,9.53614296767e-05,0,0.362625139043381,0.408898776418242,0.228476084538375,0.558843159065628,0.441156840934371,0.578420467185761,0.0961067853170189,0.134149054505005,0.191323692992213,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,ZONISAMIDE,4495,315,279,496,564,671,362,,12.4,86.8,125.13,32.68,133.6
2009,MINNESOTA HEALTH CARE PROGRAMS,carbamazepine,CARBAMAZEPINE,Neuromuscular Drugs,21339,2743,1425086,519.53,66.78,2.25,0.56,,30,29.6,90,117.2,31.18,63.64,1358196.65,0,2.49,53211.05,39.62,66.78,1425086,0.0003714865388435,0.156380336473124,0.538872486995641,0.299920333661371,0.0048268428698626,0.498336379399222,0.501663620600777,0.552603214771076,0.0821031913398003,0.15736445006795,0.207929143821172,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,CARBAMAZEPINE,21339,91,285,498,599,747,110,,5.6,112,73.72,11.57,75.51
2009,MINNESOTA HEALTH CARE PROGRAMS,ethosuximide,ETHOSUXIMIDE,Neuromuscular Drugs,1121,144,89435.04,621.07,79.78,2.69,0.39,,30,29.6,120,200.8,60.41,73.26,82126.83,0,5.1,5722.46,60.41,79.78,89435.04,2.33136199927e-05,0.600356824264049,0.302408563782337,0.0972346119536128,0,0.566458519179304,0.433541480820695,0.51828724353256,0.0660124888492417,0.204281891168599,0.211418376449598,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,ETHOSUXIMIDE,1121,474,255,455,546,829,566,,4.3,156.2,59.24,24.66,71.99
