molecule,brand_generic,pricing_unit,quarter,snapshot_as_of_date,median_nadac_per_unit,min_nadac_per_unit,max_nadac_per_unit,n_ndcs,n_products
perampanel,brand,ML,2023Q3,2023-09-27,4.21281,4.21281,4.21281,1,1
perampanel,brand,ML,2023Q4,2023-12-27,4.21281,4.21281,4.21281,1,1
perampanel,brand,ML,2024Q1,2024-03-27,4.46642,4.46642,4.46642,2,1
perampanel,brand,ML,2024Q2,2024-06-26,4.46345,4.46345,4.46345,2,1
perampanel,brand,ML,2024Q3,2024-09-25,4.47006,4.47006,4.47006,2,1
perampanel,brand,ML,2024Q4,2024-12-25,4.46894,4.46894,4.46894,2,1
perampanel,brand,ML,2025Q1,2025-03-26,4.46875,4.46875,4.46875,2,1
perampanel,brand,ML,2025Q2,2025-06-25,4.46521,4.46521,4.46521,2,1
perampanel,brand,ML,2025Q3,2025-09-24,4.46391,4.46391,4.46391,2,1
perampanel,brand,ML,2025Q4,2025-12-31,4.46401,4.46401,4.46401,2,1
perampanel,brand,ML,2026Q1,2026-03-25,4.46415,4.46415,4.46415,2,1
perampanel,brand,ML,2026Q2,2026-06-24,4.46239,4.46239,4.46239,1,1
perampanel,brand,ML,2026Q3,2026-09-16,4.45871,4.45871,4.45871,1,1
perampanel,generic,EA,2025Q3,2025-09-24,31.27847,31.27847,31.27847,1,1
perampanel,generic,EA,2025Q4,2025-12-31,31.64762,15.46427,33.12439,4,4
perampanel,generic,EA,2026Q1,2026-03-25,27.97122,14.41262,31.03058,18,6
perampanel,generic,EA,2026Q2,2026-06-24,17.80288,9.08761,20.17646,18,6
perampanel,generic,EA,2026Q3,2026-09-16,15.95837,6.62272,19.33055,18,6
perampanel,generic,ML,2026Q3,2026-09-16,3.96309,3.96309,3.96309,2,1
phenobarbital,generic,EA,2019Q1,2019-03-27,0.391,0.12714,0.90847,39,7
phenobarbital,generic,EA,2019Q2,2019-06-26,0.45977,0.11663,0.82035,50,8
phenobarbital,generic,EA,2019Q3,2019-09-25,0.36796,0.15031,0.77052,63,8
phenobarbital,generic,EA,2019Q4,2019-12-25,0.33386,0.15031,0.88834,68,8
phenobarbital,generic,EA,2020Q1,2020-03-25,0.33041,0.19696,0.58682,68,8
phenobarbital,generic,EA,2020Q2,2020-06-24,0.37131,0.19336,0.53693,70,8
phenobarbital,generic,EA,2020Q3,2020-09-30,0.24369,0.15902,0.5333,77,8
phenobarbital,generic,EA,2020Q4,2020-12-30,0.32744,0.1428,0.61997,78,8
phenobarbital,generic,EA,2021Q1,2021-03-31,0.297,0.16485,0.57946,78,8
phenobarbital,generic,EA,2021Q2,2021-06-30,0.27655,0.15343,0.53584,77,8
phenobarbital,generic,EA,2021Q3,2021-09-29,0.30871,0.18348,0.55865,91,8
phenobarbital,generic,EA,2021Q4,2021-12-29,0.3181,0.13079,0.64095,91,8
phenobarbital,generic,EA,2022Q1,2022-03-30,0.30495,0.13719,0.45635,91,8
phenobarbital,generic,EA,2022Q2,2022-06-29,0.26468,0.14554,0.44715,90,8
phenobarbital,generic,EA,2022Q3,2022-09-28,0.23176,0.17529,0.39177,90,8
phenobarbital,generic,EA,2022Q4,2022-12-28,0.23066,0.18056,0.38435,90,8
phenobarbital,generic,EA,2023Q1,2023-03-29,0.21245,0.0942,0.36178,106,8
phenobarbital,generic,EA,2023Q2,2023-06-28,0.21722,0.11,0.36652,106,8
phenobarbital,generic,EA,2023Q3,2023-09-27,0.21817,0.10902,0.34917,106,8
phenobarbital,generic,EA,2023Q4,2023-12-27,0.18372,0.12191,0.39415,122,8
phenobarbital,generic,EA,2024Q1,2024-03-27,0.20174,0.09416,0.30121,122,8
phenobarbital,generic,EA,2024Q2,2024-06-26,0.17174,0.08678,0.3093,122,8
phenobarbital,generic,EA,2024Q3,2024-09-25,0.17565,0.09907,0.33245,106,8
phenobarbital,generic,EA,2024Q4,2024-12-25,0.12433,0.08491,0.23731,98,8
phenobarbital,generic,EA,2025Q1,2025-03-26,0.14903,0.09557,0.2442,98,8
phenobarbital,generic,EA,2025Q2,2025-06-25,0.14947,0.07809,0.28289,98,8
phenobarbital,generic,EA,2025Q3,2025-09-24,0.14986,0.06921,0.26049,98,8
phenobarbital,generic,EA,2025Q4,2025-12-31,0.13295,0.06507,0.21677,110,8
phenobarbital,generic,EA,2026Q1,2026-03-25,0.1263,0.05254,0.21734,110,8
phenobarbital,generic,EA,2026Q2,2026-06-24,0.09823,0.04831,0.23568,125,8
phenobarbital,generic,EA,2026Q3,2026-09-16,0.09712,0.04945,0.24718,121,8
phenobarbital,generic,ML,2019Q1,2019-03-27,0.1173,0.1173,0.1173,3,2
phenobarbital,generic,ML,2019Q2,2019-06-26,0.11619,0.11619,0.11619,3,2
phenobarbital,generic,ML,2019Q3,2019-09-25,0.11829,0.11829,0.11829,4,2
phenobarbital,generic,ML,2019Q4,2019-12-25,0.11535,0.11535,0.11535,4,2
phenobarbital,generic,ML,2020Q1,2020-03-25,0.12698,0.12698,0.12698,4,2
phenobarbital,generic,ML,2020Q2,2020-06-24,0.11194,0.11194,0.11194,6,2
phenobarbital,generic,ML,2020Q3,2020-09-30,0.09701,0.09701,0.09701,6,2
phenobarbital,generic,ML,2020Q4,2020-12-30,0.10824,0.10824,0.10824,5,2
phenobarbital,generic,ML,2021Q1,2021-03-31,0.0856,0.0856,0.0856,5,2
phenobarbital,generic,ML,2021Q2,2021-06-30,0.08346,0.08346,0.08346,5,2
phenobarbital,generic,ML,2021Q3,2021-09-29,0.09001,0.09001,0.09001,6,2
phenobarbital,generic,ML,2021Q4,2021-12-29,0.07867,0.07867,0.07867,6,2
phenobarbital,generic,ML,2022Q1,2022-03-30,0.09847,0.09847,0.09847,7,2
phenobarbital,generic,ML,2022Q2,2022-06-29,0.08692,0.08692,0.08692,6,2
phenobarbital,generic,ML,2022Q3,2022-09-28,0.07506,0.07506,0.07506,7,2
phenobarbital,generic,ML,2022Q4,2022-12-28,0.06478,0.06478,0.06478,7,2
phenobarbital,generic,ML,2023Q1,2023-03-29,0.07548,0.07548,0.07548,7,2
phenobarbital,generic,ML,2023Q2,2023-06-28,0.05743,0.05743,0.05743,7,2
phenobarbital,generic,ML,2023Q3,2023-09-27,0.05508,0.05508,0.05508,7,2
phenobarbital,generic,ML,2023Q4,2023-12-27,0.06012,0.06012,0.06012,9,2
phenobarbital,generic,ML,2024Q1,2024-03-27,0.0524,0.0524,0.0524,9,2
phenobarbital,generic,ML,2024Q2,2024-06-26,0.05922,0.05922,0.05922,8,2
phenobarbital,generic,ML,2024Q3,2024-09-25,0.06309,0.06309,0.06309,7,2
phenobarbital,generic,ML,2024Q4,2024-12-25,0.04839,0.04839,0.04839,7,2
phenobarbital,generic,ML,2025Q1,2025-03-26,0.05264,0.05264,0.05264,7,2
phenobarbital,generic,ML,2025Q2,2025-06-25,0.05061,0.05061,0.05061,7,2
phenobarbital,generic,ML,2025Q3,2025-09-24,0.04203,0.04203,0.04203,6,2
phenobarbital,generic,ML,2025Q4,2025-12-31,0.04211,0.04211,0.04211,8,2
phenobarbital,generic,ML,2026Q1,2026-03-25,0.03968,0.03968,0.03968,8,2
phenobarbital,generic,ML,2026Q2,2026-06-24,0.03989,0.03989,0.03989,9,2
phenobarbital,generic,ML,2026Q3,2026-09-16,0.04212,0.04212,0.04212,9,2
phenytoin,brand,ML,2019Q1,2019-03-27,0.66829,0.66829,0.66829,1,1
phenytoin,brand,ML,2019Q2,2019-06-26,0.66829,0.66829,0.66829,1,1
phenytoin,brand,ML,2019Q3,2019-09-25,0.66829,0.66829,0.66829,1,1
phenytoin,brand,ML,2019Q4,2019-12-25,0.66829,0.66829,0.66829,1,1
phenytoin,brand,ML,2020Q1,2020-03-25,0.70103,0.70103,0.70103,1,1
phenytoin,brand,ML,2020Q2,2020-06-24,0.70103,0.70103,0.70103,1,1
phenytoin,brand,ML,2020Q3,2020-09-30,0.70103,0.70103,0.70103,1,1
phenytoin,brand,ML,2020Q4,2020-12-30,0.70103,0.70103,0.70103,2,1
phenytoin,generic,EA,2019Q1,2019-03-27,0.26509,0.20971,1.61832,37,8
phenytoin,generic,EA,2019Q2,2019-06-26,0.2635,0.20785,1.4827,36,8
phenytoin,generic,EA,2019Q3,2019-09-25,0.25311,0.20635,1.64507,35,8
phenytoin,generic,EA,2019Q4,2019-12-25,0.25105,0.20639,1.64507,33,8
phenytoin,generic,EA,2020Q1,2020-03-25,0.28907,0.19616,1.64507,33,8
phenytoin,generic,EA,2020Q2,2020-06-24,0.26403,0.20051,1.5674,33,8
phenytoin,generic,EA,2020Q3,2020-09-30,0.2795,0.1949,1.50482,33,8
phenytoin,generic,EA,2020Q4,2020-12-30,0.2868,0.17169,1.44869,32,8
phenytoin,generic,EA,2021Q1,2021-03-31,0.29216,0.17924,1.44869,32,8
phenytoin,generic,EA,2021Q2,2021-06-30,0.3017,0.17417,1.59746,33,8
phenytoin,generic,EA,2021Q3,2021-09-29,0.22951,0.17244,1.59746,32,8
phenytoin,generic,EA,2021Q4,2021-12-29,0.22106,0.14552,1.60066,32,8
phenytoin,generic,EA,2022Q1,2022-03-30,0.2189,0.15598,1.44933,32,8
phenytoin,generic,EA,2022Q2,2022-06-29,0.19245,0.14774,1.68693,32,8
phenytoin,generic,EA,2022Q3,2022-09-28,0.27639,0.14493,1.68693,33,8
phenytoin,generic,EA,2022Q4,2022-12-28,0.17988,0.13296,1.71771,32,8
phenytoin,generic,EA,2023Q1,2023-03-29,0.23498,0.1315,1.55281,29,8
phenytoin,generic,EA,2023Q2,2023-06-28,0.22412,0.13635,1.5366,27,8
phenytoin,generic,EA,2023Q3,2023-09-27,0.23083,0.12657,1.5366,27,8
phenytoin,generic,EA,2023Q4,2023-12-27,0.20761,0.13399,1.53698,27,8
phenytoin,generic,EA,2024Q1,2024-03-27,0.23447,0.13489,1.61382,27,8
phenytoin,generic,EA,2024Q2,2024-06-26,0.20029,0.14065,2.08243,27,8
phenytoin,generic,EA,2024Q3,2024-09-25,0.22598,0.13893,2.0883,28,8
phenytoin,generic,EA,2024Q4,2024-12-25,0.23941,0.19487,2.09243,28,8
phenytoin,generic,EA,2025Q1,2025-03-26,0.22813,0.15306,2.09527,31,8
phenytoin,generic,EA,2025Q2,2025-06-25,0.23132,0.16999,2.09158,29,8
phenytoin,generic,EA,2025Q3,2025-09-24,0.21284,0.15228,2.09169,29,8
phenytoin,generic,EA,2025Q4,2025-12-31,0.18941,0.14269,2.09309,28,8
phenytoin,generic,EA,2026Q1,2026-03-25,0.18452,0.13918,2.09279,27,8
phenytoin,generic,EA,2026Q2,2026-06-24,0.18412,0.14555,2.09778,25,8
phenytoin,generic,EA,2026Q3,2026-09-16,0.18123,0.14709,2.09836,25,8
phenytoin,generic,ML,2019Q1,2019-03-27,0.07797,0.07797,0.07797,4,1
phenytoin,generic,ML,2019Q2,2019-06-26,0.07429,0.07429,0.07429,4,1
phenytoin,generic,ML,2019Q3,2019-09-25,0.08615,0.08615,0.08615,5,1
phenytoin,generic,ML,2019Q4,2019-12-25,0.07116,0.07116,0.07116,4,1
phenytoin,generic,ML,2020Q1,2020-03-25,0.08074,0.08074,0.08074,4,1
phenytoin,generic,ML,2020Q2,2020-06-24,0.07997,0.07997,0.07997,5,1
phenytoin,generic,ML,2020Q3,2020-09-30,0.07625,0.07625,0.07625,5,1
phenytoin,generic,ML,2020Q4,2020-12-30,0.08374,0.08374,0.08374,4,1
phenytoin,generic,ML,2021Q1,2021-03-31,0.07879,0.07879,0.07879,3,1
phenytoin,generic,ML,2021Q2,2021-06-30,0.08199,0.08199,0.08199,3,1
phenytoin,generic,ML,2021Q3,2021-09-29,0.0778,0.0778,0.0778,3,1
phenytoin,generic,ML,2021Q4,2021-12-29,0.06911,0.06911,0.06911,3,1
phenytoin,generic,ML,2022Q1,2022-03-30,0.07636,0.07636,0.07636,3,1
phenytoin,generic,ML,2022Q2,2022-06-29,0.08196,0.08196,0.08196,3,1
phenytoin,generic,ML,2022Q3,2022-09-28,0.07361,0.07361,0.07361,3,1
phenytoin,generic,ML,2022Q4,2022-12-28,0.07554,0.07554,0.07554,3,1
phenytoin,generic,ML,2023Q1,2023-03-29,0.0638,0.0638,0.0638,3,1
phenytoin,generic,ML,2023Q2,2023-06-28,0.07446,0.07446,0.07446,3,1
phenytoin,generic,ML,2023Q3,2023-09-27,0.07264,0.07264,0.07264,3,1
phenytoin,generic,ML,2023Q4,2023-12-27,0.06623,0.06623,0.06623,3,1
phenytoin,generic,ML,2024Q1,2024-03-27,0.07675,0.07675,0.07675,3,1
phenytoin,generic,ML,2024Q2,2024-06-26,0.07353,0.07353,0.07353,3,1
phenytoin,generic,ML,2024Q3,2024-09-25,0.07557,0.07557,0.07557,3,1
phenytoin,generic,ML,2024Q4,2024-12-25,0.06652,0.06652,0.06652,3,1
phenytoin,generic,ML,2025Q1,2025-03-26,0.06915,0.06915,0.06915,3,1
phenytoin,generic,ML,2025Q2,2025-06-25,0.072,0.072,0.072,3,1
phenytoin,generic,ML,2025Q3,2025-09-24,0.06938,0.06938,0.06938,2,1
phenytoin,generic,ML,2025Q4,2025-12-31,0.0796,0.0796,0.0796,3,1
phenytoin,generic,ML,2026Q1,2026-03-25,0.08379,0.08379,0.08379,3,1
phenytoin,generic,ML,2026Q2,2026-06-24,0.08144,0.08144,0.08144,3,1
phenytoin,generic,ML,2026Q3,2026-09-16,0.07562,0.07562,0.07562,3,1
primidone,brand,EA,2024Q3,2024-09-25,62.58337,62.58337,62.58337,1,1
primidone,brand,EA,2024Q4,2024-12-25,62.56053,62.56053,62.56053,1,1
primidone,brand,EA,2025Q1,2025-03-26,65.68856,65.68856,65.68856,1,1
primidone,brand,EA,2025Q2,2025-06-25,65.68856,65.68856,65.68856,1,1
primidone,brand,EA,2025Q3,2025-09-24,65.68856,65.68856,65.68856,1,1
primidone,generic,EA,2019Q1,2019-03-27,0.08651,0.08651,0.23092,27,2
primidone,generic,EA,2019Q2,2019-06-26,0.08942,0.08942,0.24145,27,2
primidone,generic,EA,2019Q3,2019-09-25,0.08766,0.08766,0.23417,26,2
primidone,generic,EA,2019Q4,2019-12-25,0.08758,0.08758,0.25364,22,2
primidone,generic,EA,2020Q1,2020-03-25,0.12361,0.12361,0.25987,22,2
primidone,generic,EA,2020Q2,2020-06-24,0.14505,0.14505,0.27494,22,2
primidone,generic,EA,2020Q3,2020-09-30,0.12353,0.12353,0.28487,22,2
primidone,generic,EA,2020Q4,2020-12-30,0.12911,0.12911,0.30893,22,2
primidone,generic,EA,2021Q1,2021-03-31,0.14298,0.14298,0.30268,24,2
primidone,generic,EA,2021Q2,2021-06-30,0.15797,0.15797,0.31752,24,2
primidone,generic,EA,2021Q3,2021-09-29,0.16388,0.16388,0.31528,24,2
primidone,generic,EA,2021Q4,2021-12-29,0.15878,0.15878,0.31122,24,2
primidone,generic,EA,2022Q1,2022-03-30,0.16327,0.16327,0.31086,24,2
primidone,generic,EA,2022Q2,2022-06-29,0.16274,0.16274,0.32044,23,2
primidone,generic,EA,2022Q3,2022-09-28,0.15873,0.15873,0.31523,23,2
primidone,generic,EA,2022Q4,2022-12-28,0.15332,0.15332,0.29082,26,2
primidone,generic,EA,2023Q1,2023-03-29,0.13907,0.13907,0.2856,26,2
primidone,generic,EA,2023Q2,2023-06-28,0.14313,0.14313,0.30909,27,2
primidone,generic,EA,2023Q3,2023-09-27,0.14095,0.14095,0.28525,28,2
primidone,generic,EA,2023Q4,2023-12-27,0.14039,0.14039,0.30996,28,2
primidone,generic,EA,2024Q1,2024-03-27,0.14336,0.14336,0.28227,28,2
primidone,generic,EA,2024Q2,2024-06-26,0.202,0.13711,1.26886,26,3
primidone,generic,EA,2024Q3,2024-09-25,0.20375,0.13499,1.23921,26,3
primidone,generic,EA,2024Q4,2024-12-25,0.11462,0.11462,1.24843,28,3
primidone,generic,EA,2025Q1,2025-03-26,0.12742,0.12742,1.23383,28,3
primidone,generic,EA,2025Q2,2025-06-25,0.11465,0.11465,1.29285,28,3
primidone,generic,EA,2025Q3,2025-09-24,0.10796,0.10796,1.31187,31,3
primidone,generic,EA,2025Q4,2025-12-31,0.0985,0.0985,1.31283,31,3
primidone,generic,EA,2026Q1,2026-03-25,0.09565,0.09565,1.37881,31,3
primidone,generic,EA,2026Q2,2026-06-24,0.09247,0.09247,1.36959,31,3
primidone,generic,EA,2026Q3,2026-09-16,0.09156,0.09156,1.37421,31,3
rescue_diazepam_nasal,brand,EA,2021Q1,2021-03-31,286.4736,286.4736,286.4736,1,1
rescue_diazepam_nasal,brand,EA,2021Q2,2021-06-30,282.038,282.03,282.046,2,2
rescue_diazepam_nasal,brand,EA,2021Q3,2021-09-29,282.03,281.946,282.046,3,3
rescue_diazepam_nasal,brand,EA,2021Q4,2021-12-29,282.046,282.03,282.82786,3,3
rescue_diazepam_nasal,brand,EA,2022Q1,2022-03-30,298.96876,298.9518,299.79753,3,3
rescue_diazepam_nasal,brand,EA,2022Q2,2022-06-29,299.00888,298.9518,299.79753,4,4
rescue_diazepam_nasal,brand,EA,2022Q3,2022-09-28,299.00888,298.9518,299.79753,4,4
rescue_diazepam_nasal,brand,EA,2022Q4,2022-12-28,299.00888,298.9518,299.79753,4,4
rescue_diazepam_nasal,brand,EA,2023Q1,2023-03-29,316.9524,316.8919,317.78838,4,4
rescue_diazepam_nasal,brand,EA,2023Q2,2023-06-28,316.9524,316.8919,317.78838,4,4
rescue_diazepam_nasal,brand,EA,2023Q3,2023-09-27,316.9524,316.8919,317.78838,4,4
rescue_diazepam_nasal,brand,EA,2023Q4,2023-12-27,316.27224,315.82,316.6379,4,4
rescue_diazepam_nasal,brand,EA,2024Q1,2024-03-27,333.66722,333.1901,334.05299,4,4
rescue_diazepam_nasal,brand,EA,2024Q2,2024-06-26,334.26101,333.92464,334.79805,4,4
rescue_diazepam_nasal,brand,EA,2024Q3,2024-09-25,334.35532,334.27544,334.46317,4,4
rescue_diazepam_nasal,brand,EA,2024Q4,2024-12-25,334.1373,333.9297,334.35053,4,4
rescue_diazepam_nasal,brand,EA,2025Q1,2025-03-26,350.84416,350.62618,351.06806,4,4
rescue_diazepam_nasal,brand,EA,2025Q2,2025-06-25,350.8103,349.15108,353.5308,7,4
rescue_diazepam_nasal,brand,EA,2025Q3,2025-09-24,350.71824,349.34723,351.56902,8,4
rescue_diazepam_nasal,brand,EA,2025Q4,2025-12-31,350.63802,349.66398,351.06806,8,4
rescue_diazepam_nasal,brand,EA,2026Q1,2026-03-25,366.41498,365.39886,366.86261,8,4
rescue_diazepam_nasal,brand,EA,2026Q2,2026-06-24,365.76038,365.48603,365.98086,4,4
rescue_diazepam_nasal,brand,EA,2026Q3,2026-09-16,365.72664,365.51336,366.22644,4,4
rescue_diazepam_rectal,brand,EA,2019Q1,2019-03-27,329.46365,328.61601,330.31129,2,2
rescue_diazepam_rectal,brand,EA,2019Q2,2019-06-26,329.46365,328.61601,330.31129,2,2
rescue_diazepam_rectal,brand,EA,2019Q3,2019-09-25,329.46365,328.61601,330.31129,2,2
rescue_diazepam_rectal,brand,EA,2019Q4,2019-12-25,329.44091,329.17286,329.70895,2,2
rescue_diazepam_rectal,brand,EA,2020Q1,2020-03-25,336.03301,335.75961,336.30642,2,2
rescue_diazepam_rectal,brand,EA,2020Q2,2020-06-24,336.03301,335.75961,336.30642,2,2
rescue_diazepam_rectal,brand,EA,2020Q3,2020-09-30,336.03301,335.75961,336.30642,2,2
rescue_diazepam_rectal,brand,EA,2020Q4,2020-12-30,336.03301,335.75961,336.30642,2,2
rescue_diazepam_rectal,brand,EA,2021Q3,2021-09-29,336.01857,336.01857,336.01857,1,1
rescue_diazepam_rectal,brand,EA,2021Q4,2021-12-29,336.01857,336.01857,336.01857,1,1
rescue_diazepam_rectal,brand,EA,2022Q1,2022-03-30,336.01857,336.01857,336.01857,1,1
rescue_diazepam_rectal,brand,EA,2022Q2,2022-06-29,335.59429,335.59429,335.59429,1,1
rescue_diazepam_rectal,brand,EA,2022Q3,2022-09-28,335.59429,335.59429,335.59429,1,1
rescue_diazepam_rectal,brand,EA,2022Q4,2022-12-28,335.59429,335.59429,335.59429,1,1
rescue_diazepam_rectal,brand,EA,2023Q1,2023-03-29,335.59429,335.59429,335.59429,1,1
rescue_diazepam_rectal,generic,EA,2019Q1,2019-03-27,255.72985,252.094,259.36571,4,2
rescue_diazepam_rectal,generic,EA,2019Q2,2019-06-26,257.09365,251.01619,263.17111,4,2
rescue_diazepam_rectal,generic,EA,2019Q3,2019-09-25,262.43337,259.02074,265.846,4,2
rescue_diazepam_rectal,generic,EA,2019Q4,2019-12-25,254.79444,234.04571,255.655,6,3
rescue_diazepam_rectal,generic,EA,2020Q1,2020-03-25,242.69,234.04571,257.96313,6,3
rescue_diazepam_rectal,generic,EA,2020Q2,2020-06-24,256.7365,234.04571,269.848,3,3
rescue_diazepam_rectal,generic,EA,2020Q3,2020-09-30,260.16833,229.746,263.6387,3,3
rescue_diazepam_rectal,generic,EA,2020Q4,2020-12-30,250.02536,229.746,253.01545,3,3
rescue_diazepam_rectal,generic,EA,2021Q1,2021-03-31,252.505,229.746,258.512,3,3
rescue_diazepam_rectal,generic,EA,2021Q2,2021-06-30,258.52692,229.746,281.71143,3,3
rescue_diazepam_rectal,generic,EA,2021Q3,2021-09-29,269.44168,253.2805,285.60286,2,2
rescue_diazepam_rectal,generic,EA,2021Q4,2021-12-29,243.42071,218.185,261.2725,3,3
rescue_diazepam_rectal,generic,EA,2022Q1,2022-03-30,243.97591,218.185,279.97857,3,3
rescue_diazepam_rectal,generic,EA,2022Q2,2022-06-29,253.45345,218.185,259.11778,3,3
rescue_diazepam_rectal,generic,EA,2022Q3,2022-09-28,243.22875,218.185,249.39,3,3
rescue_diazepam_rectal,generic,EA,2022Q4,2022-12-28,251.07166,249.66,252.48333,2,2
rescue_diazepam_rectal,generic,EA,2023Q1,2023-03-29,262.48584,260.79739,264.17429,2,2
rescue_diazepam_rectal,generic,EA,2023Q2,2023-06-28,272.64375,258.32,286.9675,2,2
rescue_diazepam_rectal,generic,EA,2023Q3,2023-09-27,255.55366,248.71857,262.38875,2,2
rescue_diazepam_rectal,generic,EA,2023Q4,2023-12-27,266.34974,265.43714,267.26233,2,2
rescue_diazepam_rectal,generic,EA,2024Q1,2024-03-27,267.91476,267.91476,270.31,7,2
rescue_diazepam_rectal,generic,EA,2024Q2,2024-06-26,236.08419,173.30923,262.35974,8,3
rescue_diazepam_rectal,generic,EA,2024Q3,2024-09-25,256.79305,161.251,277.67704,8,3
rescue_diazepam_rectal,generic,EA,2024Q4,2024-12-25,245.54805,168.1446,249.67602,8,5
rescue_diazepam_rectal,generic,EA,2025Q1,2025-03-26,239.30288,206.315,254.60842,8,5
rescue_diazepam_rectal,generic,EA,2025Q2,2025-06-25,246.66273,222.42509,265.23928,8,5
rescue_diazepam_rectal,generic,EA,2025Q3,2025-09-24,248.58692,207.558,260.57347,8,5
rescue_diazepam_rectal,generic,EA,2025Q4,2025-12-31,221.72208,175.78886,221.72208,5,4
rescue_diazepam_rectal,generic,EA,2026Q1,2026-03-25,189.04621,175.26824,189.04621,7,4
rescue_diazepam_rectal,generic,EA,2026Q2,2026-06-24,194.5335,184.14131,194.5335,9,6
rescue_diazepam_rectal,generic,EA,2026Q3,2026-09-16,208.11817,173.31364,208.11817,9,6
rescue_midazolam_nasal,brand,EA,2020Q1,2020-03-25,263.97923,263.97923,263.97923,1,1
rescue_midazolam_nasal,brand,EA,2020Q2,2020-06-24,263.97923,263.97923,263.97923,1,1
rescue_midazolam_nasal,brand,EA,2020Q3,2020-09-30,263.97923,263.97923,263.97923,1,1
rescue_midazolam_nasal,brand,EA,2020Q4,2020-12-30,263.97923,263.97923,263.97923,1,1
rescue_midazolam_nasal,brand,EA,2021Q1,2021-03-31,263.83929,263.83929,263.83929,1,1
rescue_midazolam_nasal,brand,EA,2021Q2,2021-06-30,263.83929,263.83929,263.83929,1,1
rescue_midazolam_nasal,brand,EA,2021Q3,2021-09-29,263.83929,263.83929,263.83929,1,1
rescue_midazolam_nasal,brand,EA,2021Q4,2021-12-29,264.54905,264.54905,264.54905,1,1
rescue_midazolam_nasal,brand,EA,2022Q1,2022-03-30,282.80293,282.80293,282.80293,1,1
rescue_midazolam_nasal,brand,EA,2022Q2,2022-06-29,282.80293,282.80293,282.80293,1,1
rescue_midazolam_nasal,brand,EA,2022Q3,2022-09-28,282.80293,282.80293,282.80293,1,1
rescue_midazolam_nasal,brand,EA,2022Q4,2022-12-28,282.80293,282.80293,282.80293,1,1
rescue_midazolam_nasal,brand,EA,2023Q1,2023-03-29,299.48831,299.48831,299.48831,1,1
rescue_midazolam_nasal,brand,EA,2023Q2,2023-06-28,299.48831,299.48831,299.48831,1,1
rescue_midazolam_nasal,brand,EA,2023Q3,2023-09-27,299.48831,299.48831,299.48831,1,1
rescue_midazolam_nasal,brand,EA,2023Q4,2023-12-27,298.11342,298.11342,298.11342,1,1
rescue_midazolam_nasal,brand,EA,2024Q1,2024-03-27,311.52853,311.52853,311.52853,1,1
rescue_midazolam_nasal,brand,EA,2024Q2,2024-06-26,311.99092,311.99092,311.99092,1,1
rescue_midazolam_nasal,brand,EA,2024Q3,2024-09-25,312.11183,312.11183,312.11183,1,1
rescue_midazolam_nasal,brand,EA,2024Q4,2024-12-25,311.88985,311.88985,311.88985,1,1
rescue_midazolam_nasal,brand,EA,2025Q1,2025-03-26,319.69021,319.69021,319.69021,1,1
rescue_midazolam_nasal,brand,EA,2025Q2,2025-06-25,319.0481,319.0481,319.0481,1,1
rescue_midazolam_nasal,brand,EA,2025Q3,2025-09-24,319.27918,319.27918,319.27918,1,1
rescue_midazolam_nasal,brand,EA,2025Q4,2025-12-31,319.33486,319.33486,319.33486,1,1
rescue_midazolam_nasal,brand,EA,2026Q1,2026-03-25,327.63757,327.63757,327.63757,1,1
rescue_midazolam_nasal,brand,EA,2026Q2,2026-06-24,327.11028,327.11028,327.11028,1,1
rescue_midazolam_nasal,brand,EA,2026Q3,2026-09-16,327.34805,327.34805,327.34805,1,1
rufinamide,brand,EA,2019Q1,2019-03-27,17.27965,11.49902,23.06029,2,2
rufinamide,brand,EA,2019Q2,2019-06-26,17.27965,11.49902,23.06029,2,2
rufinamide,brand,EA,2019Q3,2019-09-25,17.27965,11.49902,23.06029,2,2
rufinamide,brand,EA,2019Q4,2019-12-25,17.26411,11.49902,23.02919,2,2
rufinamide,brand,EA,2020Q1,2020-03-25,18.2173,12.15976,24.27484,2,2
rufinamide,brand,EA,2020Q2,2020-06-24,18.2173,12.15976,24.27484,2,2
rufinamide,brand,EA,2020Q3,2020-09-30,18.2173,12.15976,24.27484,2,2
rufinamide,brand,EA,2020Q4,2020-12-30,18.15526,12.1138,24.19671,2,2
rufinamide,brand,EA,2021Q1,2021-03-31,18.99836,12.62391,25.37281,2,2
rufinamide,brand,EA,2021Q2,2021-06-30,18.92164,12.62391,25.21937,2,2
rufinamide,brand,EA,2021Q3,2021-09-29,18.92164,12.62391,25.21937,2,2
rufinamide,brand,EA,2021Q4,2021-12-29,18.95506,12.69075,25.21937,2,2
rufinamide,brand,EA,2022Q1,2022-03-30,18.99309,12.69075,25.29543,2,2
rufinamide,brand,EA,2022Q2,2022-06-29,18.99309,12.69075,25.29543,2,2
rufinamide,brand,EA,2022Q3,2022-09-28,18.99309,12.69075,25.29543,2,2
rufinamide,brand,EA,2022Q4,2022-12-28,25.29543,25.29543,25.29543,1,1
rufinamide,brand,EA,2023Q1,2023-03-29,25.65553,25.65553,25.65553,1,1
rufinamide,brand,EA,2023Q2,2023-06-28,25.65553,25.65553,25.65553,1,1
rufinamide,brand,EA,2023Q3,2023-09-27,19.13011,12.60468,25.65553,2,2
