molecule,brand_generic,pricing_unit,quarter,snapshot_as_of_date,median_nadac_per_unit,min_nadac_per_unit,max_nadac_per_unit,n_ndcs,n_products
zonisamide,generic,EA,2019Q3,2019-09-25,0.14459,0.09632,0.14459,21,3
zonisamide,generic,EA,2019Q4,2019-12-25,0.14875,0.08855,0.14875,18,3
zonisamide,generic,EA,2020Q1,2020-03-25,0.15111,0.10178,0.15771,16,3
zonisamide,generic,EA,2020Q2,2020-06-24,0.13938,0.09334,0.13938,16,3
zonisamide,generic,EA,2020Q3,2020-09-30,0.15567,0.07142,0.15567,16,3
zonisamide,generic,EA,2020Q4,2020-12-30,0.16526,0.09715,0.16526,16,3
zonisamide,generic,EA,2021Q1,2021-03-31,0.16459,0.08141,0.16459,16,3
zonisamide,generic,EA,2021Q2,2021-06-30,0.17746,0.08112,0.17746,16,3
zonisamide,generic,EA,2021Q3,2021-09-29,0.12392,0.08642,0.12392,23,3
zonisamide,generic,EA,2021Q4,2021-12-29,0.139,0.10659,0.139,21,3
zonisamide,generic,EA,2022Q1,2022-03-30,0.12763,0.08772,0.12763,23,3
zonisamide,generic,EA,2022Q2,2022-06-29,0.12768,0.07631,0.12768,23,3
zonisamide,generic,EA,2022Q3,2022-09-28,0.11853,0.07432,0.11853,23,3
zonisamide,generic,EA,2022Q4,2022-12-28,0.12139,0.08294,0.12139,27,3
zonisamide,generic,EA,2023Q1,2023-03-29,0.12167,0.07908,0.12167,29,3
zonisamide,generic,EA,2023Q2,2023-06-28,0.12548,0.06474,0.12548,29,3
zonisamide,generic,EA,2023Q3,2023-09-27,0.12297,0.0792,0.12297,29,3
zonisamide,generic,EA,2023Q4,2023-12-27,0.12666,0.08074,0.12666,29,3
zonisamide,generic,EA,2024Q1,2024-03-27,0.12308,0.08266,0.12308,29,3
zonisamide,generic,EA,2024Q2,2024-06-26,0.11572,0.07377,0.11572,29,3
zonisamide,generic,EA,2024Q3,2024-09-25,0.1228,0.0778,0.1228,29,3
zonisamide,generic,EA,2024Q4,2024-12-25,0.10236,0.06255,0.10236,29,3
zonisamide,generic,EA,2025Q1,2025-03-26,0.1122,0.07793,0.1122,29,3
zonisamide,generic,EA,2025Q2,2025-06-25,0.11353,0.07391,0.11353,29,3
zonisamide,generic,EA,2025Q3,2025-09-24,0.10731,0.06456,0.10731,29,3
zonisamide,generic,EA,2025Q4,2025-12-31,0.10834,0.05828,0.10834,29,3
zonisamide,generic,EA,2026Q1,2026-03-25,0.10664,0.06324,0.10664,28,3
zonisamide,generic,EA,2026Q2,2026-06-24,0.10778,0.05974,0.10778,28,3
zonisamide,generic,EA,2026Q3,2026-09-16,0.10667,0.06202,0.10667,26,3
